,word,df1,df2,df3,df4,df5,df6,df7,df8,df9,df10,df11,df12,df13,df14,df15,df16,df17,df18,df19,df20,df21,df22,df23,df24,df25,df26,df27,df28,df29,df30,df31,df32,df33,df34,df35,df36,df37,df38,df39,df40,df41,df42,df43,df44,df45,df46,df47,df48,df49,df50,idf
57,gratitud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218876
58,with,5.3820267,6.398163,4.663562,3.7080503,3.6390574,3.1972246,3.8332133,4.2580967,3.8903718,3.7725887,4.295837,3.8903718,3.3025851,3.7080503,3.7725887,3.7725887,3.7080503,2.3862944,3.3978953,4.178054,3.8903718,4.295837,5.1108737,3.5649493,5.1431346,4.433987,3.3025851,3.7725887,3.5649493,3.7080503,4.3672957,3.7725887,3.5649493,4.555348,3.944439,3.0794415,3.3978953,3.5649493,3.1972246,2.9459102,3.0794415,2.609438,3.5649493,3.3025851,3.3978953,3.3978953,3.6390574,3.0794415,3.7725887,2.0986123,0.0
59,portrait,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6931472,0.0,1.0,0.0,0.0,0.0,2.3025851
60,it,5.4886365,6.575949,5.356709,4.295837,3.8903718,3.7080503,4.713572,4.8501477,3.8903718,4.4965076,4.7376695,3.944439,3.7080503,3.7080503,3.7080503,3.7725887,3.944439,3.1972246,4.135494,3.9957323,4.433987,4.465736,4.970292,4.583519,5.59512,4.583519,4.3322043,3.7725887,4.295837,4.3322043,4.465736,3.5649493,4.0445223,4.433987,4.663562,4.0445223,3.0794415,4.218876,3.7725887,3.4849067,4.4011974,3.8903718,4.2580967,3.8332133,4.218876,3.9957323,2.7917595,3.6390574,4.0910425,0.0,0.020202698
61,express,1.0,3.5649493,2.609438,0.0,0.0,1.6931472,0.0,1.0,1.6931472,1.0,0.0,0.0,1.0,0.0,1.6931472,1.0,0.0,1.0,1.6931472,0.0,1.0,1.0,2.7917595,0.0,1.0,1.6931472,0.0,2.0986123,1.0,0.0,1.6931472,0.0,0.0,1.6931472,0.0,0.0,1.6931472,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.3862944,1.6931472,1.0,0.0,0.54472715
62,hope,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,1.0,0.0,1.6931472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6931472,0.0,1.0,0.0,0.0,0.0,0.0,1.4271163
63,that,4.9318256,6.4722705,4.583519,3.3025851,3.944439,3.0794415,3.3978953,4.637586,3.1972246,4.433987,4.2580967,3.3025851,2.9459102,1.6931472,4.178054,3.944439,2.9459102,2.7917595,3.8903718,3.3025851,3.7725887,4.583519,4.8918204,4.433987,5.465908,4.8286414,3.3978953,3.6390574,3.9957323,4.555348,3.7725887,3.3025851,3.3978953,4.555348,3.8903718,3.6390574,4.0445223,2.7917595,3.6390574,3.4849067,2.609438,3.4849067,3.7725887,3.0794415,3.7080503,3.1972246,3.1972246,3.6390574,3.5649493,1.0,0.0
64,durat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023
65,distinguish,1.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5141277
66,life,2.0986123,4.7841897,2.609438,1.6931472,2.7917595,2.609438,0.0,0.0,2.3862944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.609438,1.6931472,0.0,1.6931472,1.0,2.9459102,1.0,4.3672957,0.0,1.0,2.0986123,0.0,2.609438,1.6931472,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.3862944,1.0,0.0,1.0,1.0,2.0986123,1.0,1.6931472,1.0,0.0,0.0,0.0,0.4462871
67,come,2.9459102,4.713572,3.4849067,2.7917595,1.0,3.4849067,1.6931472,3.1972246,2.0986123,2.7917595,2.7917595,1.6931472,2.0986123,2.7917595,0.0,2.0986123,2.7917595,1.0,2.0986123,2.7917595,2.9459102,3.0794415,3.3978953,2.609438,3.5649493,3.4849067,2.7917595,0.0,1.0,1.0,3.3025851,1.0,2.7917595,0.0,2.9459102,2.3862944,3.3978953,3.0794415,2.0986123,1.0,0.0,1.6931472,0.0,2.609438,1.0,1.6931472,0.0,1.6931472,2.9459102,2.0986123,0.12783337
68,die,0.0,3.5649493,2.0986123,2.3862944,0.0,2.0986123,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0986123,0.0,0.0,1.0,1.6931472,0.0,0.0,2.0986123,0.0,2.9459102,3.7725887,1.6931472,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.6931472,1.0,0.0,0.0,0.0,1.6931472,2.3862944,1.6931472,1.6931472,1.6931472,1.0,1.6931472,1.0,2.3862944,1.0,0.0,0.0,1.0,0.4462871
69,may,1.0,3.6390574,1.6931472,1.6931472,2.7917595,0.0,0.0,1.6931472,0.0,1.0,1.6931472,1.6931472,1.0,0.0,2.0986123,2.3862944,0.0,0.0,0.0,1.6931472,0.0,0.0,1.6931472,1.6931472,2.9459102,3.0794415,2.0986123,0.0,0.0,1.6931472,2.3862944,1.0,1.0,0.0,1.0,0.0,1.6931472,1.0,1.6931472,1.6931472,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4462871
70,not,4.951244,6.3082676,4.4965076,3.4849067,3.6390574,2.9459102,3.0794415,4.433987,3.7725887,4.3322043,3.3025851,2.609438,2.609438,2.7917595,3.0794415,3.4849067,2.7917595,2.7917595,2.7917595,3.6390574,3.7725887,4.465736,4.8501477,4.0910425,4.988984,4.218876,3.3025851,3.7725887,2.0986123,4.0910425,2.9459102,2.7917595,2.609438,3.8903718,3.1972246,3.5649493,3.7725887,2.0986123,3.3978953,3.1972246,3.1972246,3.3025851,3.3025851,3.3025851,3.0794415,1.0,2.609438,3.4849067,3.3025851,1.0,0.0
71,abandon,0.0,2.0986123,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9661129
72,guidanc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023
73,path,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9661129
74,justic,0.0,2.7917595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6931472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9661129
75,progress,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8134108
76,ad,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8325815
77,wipe,0.0,2.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8325815
78,from,4.433987,5.465908,3.8332133,3.3978953,3.1972246,2.7917595,2.609438,3.7080503,3.3025851,2.609438,3.0794415,2.7917595,3.3025851,2.7917595,2.9459102,2.0986123,2.609438,2.0986123,2.0986123,3.7725887,2.3862944,2.609438,3.9957323,2.3862944,4.2580967,3.8332133,2.3862944,2.0986123,2.609438,2.0986123,3.3025851,2.9459102,2.609438,3.7080503,2.0986123,2.609438,2.609438,2.0986123,2.0986123,1.6931472,1.6931472,2.609438,1.0,2.0986123,3.0794415,2.9459102,2.609438,2.3862944,2.0986123,0.0,0.020202698
79,hi,5.59512,7.0684257,4.663562,4.135494,3.0794415,4.0445223,3.8332133,5.0430512,4.713572,5.204693,4.433987,4.0445223,3.4849067,4.0445223,4.178054,4.555348,4.3672957,3.0794415,3.7725887,4.5263605,4.912023,4.871201,5.9272537,3.9957323,4.8918204,3.8332133,3.6390574,3.944439,4.713572,4.0445223,4.295837,4.0910425,3.4849067,5.0943446,4.5263605,3.8332133,3.8332133,3.9957323,4.465736,3.3978953,3.3978953,2.9459102,3.8332133,4.3672957,3.3978953,3.5649493,4.8066626,3.3025851,4.178054,1.6931472,0.0
80,brow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1202636
81,perspir,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0986123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8325815
82,had,4.951244,5.934474,4.218876,1.0,1.0,1.0,4.178054,3.8332133,3.8332133,3.7725887,3.4849067,1.0,2.609438,1.0,1.6931472,2.7917595,2.3862944,2.3862944,2.3862944,3.0794415,3.1972246,4.4011974,4.433987,3.7080503,5.2904596,2.0986123,2.609438,3.5649493,3.5649493,3.5649493,2.9459102,2.3862944,2.609438,4.218876,3.3025851,2.3862944,1.6931472,2.609438,3.1972246,3.4849067,1.0,3.1972246,3.1972246,2.7917595,2.9459102,3.6390574,1.6931472,2.9459102,2.609438,0.0,0.020202698
83,suddenli,2.0986123,3.9957323,2.0986123,1.6931472,0.0,0.0,1.0,1.0,0.0,0.0,1.6931472,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.6931472,0.0,2.9459102,0.0,1.0,1.6931472,0.0,1.0,1.0,0.0,0.0,1.6931472,1.0,1.6931472,0.0,0.0,0.0,1.0,0.0,1.0,2.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472
84,appear,1.6931472,3.3025851,1.0,0.0,1.0,1.0,0.0,1.6931472,1.0,1.0,0.0,1.0,1.6931472,0.0,0.0,2.3862944,1.0,0.0,1.0,0.0,1.0,0.0,1.6931472,0.0,1.0,1.6931472,0.0,1.0,0.0,0.0,1.6931472,0.0,0.0,1.6931472,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.73396915
85,he,5.919981,7.2186003,5.26268,3.7080503,2.7917595,3.4849067,4.218876,5.189655,4.713572,5.2341065,4.3322043,4.3672957,3.3025851,3.6390574,4.2580967,4.3672957,4.218876,3.0794415,3.3978953,4.3322043,4.7612,5.0775375,5.3820267,4.295837,5.3694477,3.6390574,4.135494,3.8903718,4.713572,4.218876,4.178054,3.7080503,3.8903718,4.6888795,4.583519,4.2580967,3.5649493,4.0445223,4.5263605,3.7725887,3.6390574,2.7917595,4.3322043,4.218876,2.9459102,3.944439,4.555348,4.3672957,4.0910425,1.0,0.0
86,wa,5.6821313,6.525453,5.26268,3.0794415,2.7917595,4.610918,4.637586,4.7376695,3.9957323,4.8066626,4.5263605,4.0445223,3.1972246,1.6931472,2.9459102,4.0910425,3.7080503,2.9459102,1.6931472,3.7725887,3.944439,4.637586,5.1743875,4.5263605,5.962845,3.0794415,3.8903718,3.3978953,4.3672957,4.4965076,3.6390574,2.3862944,1.0,4.583519,3.9957323,3.7080503,0.0,0.0,3.8332133,2.9459102,2.609438,3.0794415,3.8332133,3.8332133,3.1972246,3.7080503,0.0,2.0986123,2.609438,1.0,0.061875395
87,evid,1.0,2.609438,2.3862944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,1.0,1.0,0.0,0.0,0.0,1.6931472,1.0,1.0,0.0,2.3862944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1394343
88,speak,1.6931472,2.9459102,1.0,1.0,2.0986123,0.0,0.0,0.0,2.0986123,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6931472,2.3862944,2.609438,0.0,2.7917595,2.3862944,0.0,0.0,0.0,2.3862944,1.6931472,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.6931472,0.0,1.0,0.0,2.0986123,0.0,0.0,1.0,0.0,1.6931472,0.0,0.73396915
89,all,4.4965076,5.564348,4.0910425,3.0794415,3.0794415,2.9459102,3.1972246,3.1972246,2.609438,3.6390574,4.135494,3.3978953,2.3862944,2.7917595,3.0794415,2.0986123,2.9459102,2.0986123,3.3978953,2.7917595,2.609438,4.2580967,4.178054,3.1972246,4.8501477,3.8903718,2.7917595,2.9459102,2.9459102,2.9459102,3.5649493,2.9459102,3.3025851,3.5649493,3.9957323,2.0986123,2.0986123,2.3862944,2.609438,1.6931472,2.609438,3.0794415,3.0794415,2.3862944,2.9459102,2.3862944,2.0986123,2.0986123,3.1972246,1.0,0.0
90,probabl,1.0,2.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6931472,1.0,1.6931472,1.6931472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0986123,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2039728
91,speech,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0986123,0.0,0.0,1.0,0.0,0.0,1.6931472,0.0,0.0,0.0,2.3862944,0.0,0.0,0.0,0.0,0.0,0.0,1.7147983
92,readi,1.0,1.6931472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0986123,1.6931472,0.0,2.0986123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.6931472,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6931472,0.0,1.0,0.0,1.0,0.0,0.91629076
93,wound,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4849067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8325815
94,up,4.6888795,5.574711,4.465736,2.609438,2.609438,2.9459102,3.3025851,3.7080503,1.6931472,2.9459102,3.3025851,3.3025851,2.0986123,3.8332133,2.0986123,3.3025851,2.609438,1.0,2.0986123,3.944439,3.1972246,3.3978953,3.7080503,2.7917595,4.295837,3.7725887,3.3025851,2.609438,2.9459102,2.0986123,2.7917595,2.609438,2.0986123,3.3978953,3.0794415,2.609438,2.3862944,2.3862944,2.609438,2.3862944,2.7917595,3.0794415,3.0794415,1.6931472,2.0986123,2.0986123,2.3862944,3.0794415,2.9459102,1.0,0.0
95,standard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218876
96,fli,1.6931472,1.6931472,2.0986123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3862944,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6931472,0.0,1.0,1.6931472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1394343
97,career,0.0,1.6931472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025851
98,geniu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8134108
99,industri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023
100,social,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8134108
101,self,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025851
102,conscious,0.0,2.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025851
103,tear,1.0,3.0794415,1.0,0.0,1.0,1.6931472,2.0986123,1.0,2.3862944,1.6931472,0.0,0.0,1.0,0.0,0.0,1.6931472,1.0,0.0,0.0,2.0986123,0.0,1.0,2.609438,1.0,3.4849067,1.6931472,1.6931472,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3862944,0.0,0.0,0.0,2.0986123,1.0,1.0,1.0,0.0,2.0986123,0.0,0.5108256
104,trickl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023
105,down,4.0445223,4.637586,3.0794415,1.0,2.0986123,2.9459102,1.0,1.0,0.0,2.3862944,1.0,1.6931472,2.609438,2.7917595,1.6931472,1.6931472,1.0,0.0,2.9459102,3.3025851,1.6931472,2.609438,2.9459102,1.0,4.135494,3.4849067,2.3862944,2.3862944,1.6931472,2.9459102,2.3862944,2.0986123,1.0,2.609438,2.609438,2.3862944,1.6931472,2.609438,1.0,1.0,1.6931472,1.6931472,1.0,0.0,2.7917595,1.6931472,2.9459102,2.3862944,1.0,0.0,0.08338159
106,wrinkl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5257287
107,left,2.609438,3.0794415,1.6931472,0.0,0.0,0.0,1.0,1.0,1.6931472,3.0794415,1.0,1.0,1.6931472,0.0,1.0,1.0,1.6931472,1.0,0.0,1.0,1.6931472,1.6931472,2.609438,1.0,2.3862944,2.0986123,1.0,2.0986123,0.0,1.0,0.0,1.0,2.3862944,0.0,3.0794415,1.0,0.0,2.0986123,0.0,1.6931472,0.0,0.0,2.0986123,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38566247
108,cheek,1.6931472,2.7917595,0.0,0.0,0.0,0.0,0.0,2.0986123,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5141277
109,gentleman,0.0,2.9459102,2.3862944,0.0,0.0,0.0,0.0,2.9459102,0.0,0.0,1.6931472,0.0,2.3862944,0.0,0.0,1.0,1.0,0.0,2.3862944,0.0,0.0,2.3862944,1.0,0.0,1.0,1.6931472,0.0,0.0,1.0,2.0986123,0.0,1.6931472,0.0,0.0,2.0986123,0.0,2.0986123,0.0,0.0,1.6931472,2.7917595,0.0,0.0,0.0,1.0,1.0,0.0,1.6931472,0.0,0.0,0.82098055
110,said,4.637586,5.158883,3.8332133,1.6931472,2.7917595,2.0986123,3.1972246,3.7080503,2.0986123,2.7917595,3.3978953,3.0794415,2.3862944,1.0,1.6931472,3.3025851,3.3025851,0.0,0.0,3.4849067,3.1972246,3.3025851,4.0910425,3.3978953,4.871201,1.0,3.1972246,2.0986123,3.3025851,3.3025851,3.8903718,1.0,0.0,2.0986123,3.0794415,3.1972246,1.0,0.0,2.3862944,2.3862944,0.0,2.9459102,2.3862944,2.0986123,1.0,0.0,0.0,1.6931472,0.0,0.0,0.19845097
111,shake,1.0,2.3862944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,1.6931472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6931472,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5141277
112,voic,2.3862944,3.9957323,2.3862944,1.0,0.0,1.6931472,0.0,0.0,2.3862944,0.0,1.0,1.0,0.0,2.609438,0.0,1.0,3.1972246,0.0,0.0,1.6931472,0.0,2.609438,3.0794415,0.0,2.9459102,0.0,1.6931472,2.3862944,1.0,0.0,1.0,1.0,1.0,2.0986123,2.3862944,1.0,0.0,0.0,1.6931472,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.54472715
113,i,5.1108737,6.3375382,4.4965076,4.7612,4.988984,4.135494,5.060443,5.4426513,2.3862944,4.295837,4.5263605,4.3672957,3.9957323,4.8918204,4.8286414,4.7612,4.951244,4.3322043,5.0430512,4.7612,4.7376695,4.3672957,5.477337,4.0910425,5.394449,6.081404,4.3672957,5.0073333,4.3672957,5.276666,4.912023,4.0445223,4.8918204,3.8903718,4.8066626,4.295837,4.6888795,4.4011974,4.4965076,3.3978953,4.4011974,4.951244,4.583519,2.7917595,4.7841897,3.8332133,3.7725887,3.3025851,4.135494,2.7917595,0.0
