,word,df1,df2,df3,df4,df5,df6,df7,df8,df9,df10,df11,df12,df13,df14,df15,df16,df17,df18,df19,df20,df21,df22,df23,df24,df25,df26,df27,df28,df29,df30,df31,df32,df33,df34,df35,df36,df37,df38,df39,df40,df41,df42,df43,df44,df45,df46,df47,df48,df49,df50
815,post,1.0,3.7080503,0,0,0,0,0,1.6931472,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,1.6931472,0,0,0,0,1.6931472,0,0,0,1.6931472,0,2.9459102,1.0,0,0,0,0,0,2.3862944,0,0,0,0,0,0,0
816,teacher,0,1.0,0,0,0,0,0,0,0,0,0,2.3862944,0,0,0,0,0,0,0,0,0,2.609438,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,district,1.0,2.0986123,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2.609438,0,2.0986123,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,colleagu,0,3.1972246,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0
819,six,1.0,2.609438,1.6931472,0,1.0,1.0,1.0,0,0,1.0,0,0,0,0,1.0,0,1.6931472,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,1.6931472,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
820,becam,0,2.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0
821,kept,2.3862944,3.1972246,1.6931472,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,2.0986123,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0
822,until,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,dismiss,1.6931472,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,owe,0,2.7917595,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.6931472,0,0
825,young,1.0,3.3978953,2.9459102,3.3025851,1.6931472,1.0,0,2.7917595,1.6931472,1.6931472,1.6931472,1.0,0,0,0,2.3862944,0,1.0,0,3.3025851,0,1.6931472,1.6931472,1.6931472,3.1972246,4.0910425,0,2.0986123,0,1.6931472,0,1.0,0,1.6931472,0,2.7917595,1.0,0,0,0,0,1.0,1.6931472,1.6931472,0,0,0,1.6931472,0,2.0986123
826,perfectli,0,3.3025851,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,catch,1.0,1.6931472,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,1.6931472,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0
828,cold,2.7917595,3.8903718,1.0,1.0,0,2.609438,0,2.3862944,0,1.6931472,2.609438,1.0,0,1.0,0,1.0,0,0,1.0,0,1.0,1.6931472,2.0986123,0,2.7917595,0,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.6931472,0,0,0,2.3862944,0,0,1.6931472,0,0,0,0
829,ate,1.0,2.3862944,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
830,slept,0,1.6931472,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,1.0,1.6931472,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
831,badli,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,singl,1.0,1.6931472,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
833,glass,2.7917595,2.0986123,1.0,0,2.7917595,2.9459102,0,0,0,1.0,3.0794415,1.0,0,1.0,0,1.0,0,0,2.609438,0,0,2.7917595,1.0,0,2.0986123,2.0986123,0,1.0,0,0,2.3862944,1.0,0,0,0,0,0,2.3862944,2.3862944,0,0,0,0,0,1.0,0,1.0,0,1.6931472,0
834,wine,1.0,1.0,0,0,2.3862944,0,0,0,2.609438,0,2.3862944,0,0,1.6931472,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,1.6931472,2.609438,0,0,0,0,0,0,0,2.0986123,0,0,0,0,0,0,0,0,0,0,0
835,hyster,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,crave,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
837,societi,0,2.609438,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.6931472,2.3862944,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,irrit,1.0,2.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,tempera,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,suspici,0,1.6931472,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0
841,intim,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,spoke,1.0,2.3862944,0,0,0,0,0,0,1.6931472,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.6931472,2.3862944,2.0986123,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
843,contempt,1.0,2.7917595,0,0,0,0,0,1.0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,1.0,0,2.0986123,0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
844,fellow,3.4849067,3.8903718,0,1.6931472,0,0,2.609438,2.609438,0,1.0,1.0,1.0,0,1.6931472,0,1.6931472,1.0,0,2.609438,1.0,1.0,1.0,1.0,0,2.3862944,1.6931472,0,0,1.0,0,1.0,0,1.6931472,1.0,1.0,1.0,0,1.0,0,0,0,0,2.609438,1.6931472,0,1.6931472,0,2.0986123,0,0
845,townsman,0,1.0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,coars,0,2.609438,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,ignor,0,2.0986123,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,sleepi,1.6931472,2.609438,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.6931472,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
849,anim,0,2.3862944,2.7917595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.6931472,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,loathsom,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,horribl,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,tenor,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,heat,0,2.0986123,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
854,invari,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,scorn,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,indign,0,2.3862944,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,2.0986123,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0
857,wonder,2.609438,2.609438,0,1.0,0,1.0,0,1.0,1.0,0,1.6931472,1.0,2.0986123,0,0,0,1.0,0,1.0,0,1.6931472,1.0,2.3862944,1.0,2.0986123,1.0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.6931472,0,1.0,0,0,0,1.0,0
858,enthusiasm,0,2.3862944,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,sincer,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0986123,2.3862944,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,brought,2.3862944,3.4849067,1.0,0,0,0,0,1.6931472,0,2.3862944,0,0,0,0,1.0,1.0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1.6931472,0,0,1.6931472,1.6931472,0,0,1.6931472,1.0,1.0,0,0,0,1.0,0,0,0,0,1.6931472,0,0,0,0
861,round,3.3978953,3.3025851,2.3862944,1.0,0,0,1.0,2.0986123,0,2.3862944,2.3862944,1.6931472,1.6931472,1.6931472,2.0986123,1.6931472,2.0986123,0,1.6931472,0,2.0986123,2.3862944,2.3862944,0,2.609438,0,1.0,1.0,0,0,2.0986123,1.6931472,1.6931472,1.0,1.6931472,0,0,1.0,0,0,0,1.6931472,2.3862944,0,0,0,0,1.0,1.6931472,0
862,subject:,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,stifl,0,2.0986123,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,townspeopl,0,2.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,lofti,0,2.7917595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,dingi,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
867,meaningless,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,diversifi,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,profligaci,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,hypocrisi,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,scoundrel,1.0,2.3862944,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,while,3.0794415,3.8903718,2.9459102,2.3862944,1.0,0,1.0,1.6931472,2.609438,2.609438,2.3862944,0,0,0,1.0,1.6931472,2.0986123,1.0,2.0986123,0,2.3862944,2.3862944,2.0986123,1.0,3.5649493,2.0986123,1.6931472,0,1.6931472,0,0,2.0986123,0,1.0,0,1.0,0,0,0,0,1.0,1.0,0,1.0,2.0986123,0,1.0,0,2.3862944,0
873,honest,0,2.609438,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,2.0986123,0,0,0,0,0,0
874,mouth,1.0,2.0986123,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.6931472,1.0,0,0,1.0,1.6931472,0,2.0986123,0,1.6931472,1.0,1.6931472,0,0,0,0,1.6931472,0,2.0986123,0,0,1.0,0,0,1.0,0,0,0,1.0,0
875,need,1.6931472,2.9459102,0,0,1.6931472,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,1.0,0,1.6931472,0,0,1.6931472,1.6931472,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0
876,local,0,1.6931472,0,0,0,0,0,0,0,0,1.0,0,1.6931472,0,0,2.3862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,theatr,0,1.6931472,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.6931472,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,lectur,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
879,co,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,ordin,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,intellectu,0,2.609438,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
882,element,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,fail,1.0,2.0986123,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,horrifi,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,critic,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
886,laid,1.6931472,2.609438,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0
887,colour,1.6931472,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.6931472,0,0,1.0,2.0986123,0,0,0,0,0,0,0,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,thick,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,2.0986123,0,1.6931472,0,0,1.0,1.0,0,0,1.0,0,1.6931472,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0
889,shade,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0986123,0,0,0,0,0,0,1.0,1.6931472,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
890,divid,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
891,scoundrels:,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,woman,2.7917595,3.7725887,2.9459102,0,2.0986123,0,0,2.0986123,2.0986123,1.6931472,2.3862944,1.6931472,1.6931472,1.0,0,2.609438,3.3025851,1.6931472,0,2.3862944,1.0,0,2.609438,2.0986123,3.3025851,1.0,1.6931472,0,0,2.0986123,2.0986123,0,0,2.7917595,2.0986123,1.0,2.3862944,2.0986123,2.0986123,0,0,1.0,0,0,0,0,1.0,0,0,0
893,love,2.9459102,3.0794415,0,1.0,1.0,0,1.6931472,1.0,2.3862944,0,0,0,1.0,2.0986123,1.0,1.6931472,0,1.6931472,1.6931472,0,0,1.6931472,3.1972246,1.0,2.9459102,3.7725887,1.0,2.0986123,0,2.7917595,1.6931472,0,0,0,0,1.0,0,1.6931472,0,0,0,0,0,0,0,1.0,0,0,0,0
894,spite,1.0,1.0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,0,0,1.0,0,0,1.6931472,1.0,2.609438,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0
895,sever,1.0,2.609438,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,2.0986123,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0
896,judgment,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,nervous,0,1.6931472,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.6931472,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,behind,1.6931472,3.3025851,0,0,0,1.0,0,1.6931472,0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,2.0986123,0,0,1.0,1.0,0,0,0,0,0,1.0,1.6931472,1.6931472,0,0,0,0,0,1.0,2.0986123,1.0,0,0,0,0,0,0,0
899,spoken,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,affection,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,vanya,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,innat,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
903,refin,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,breed,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,moral,0,2.9459102,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,1.6931472,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,puriti,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,shabbi,0,1.6931472,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
908,coat,2.609438,2.9459102,0,0,0,2.0986123,0,1.0,0,0,2.3862944,1.0,0,0,0,1.0,0,0,0,1.0,1.0,0,2.609438,0,2.0986123,0,0,1.0,0,0,1.6931472,2.3862944,0,1.6931472,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0
909,frail,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,misfortun,0,1.6931472,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,arous,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,sorrow,0,2.0986123,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9459102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
913,moreov,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,educ,0,2.609438,0,0,2.3862944,0,0,0,0,1.6931472,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0
915,read,0,4.178054,1.0,0,0,0,0,0,0,2.0986123,1.0,0,1.0,0,1.6931472,0,1.0,1.0,1.0,0,0,1.0,0,1.0,2.7917595,1.6931472,0,3.5649493,2.0986123,0,0,1.0,0,2.3862944,2.7917595,1.6931472,0,0,2.3862944,0,0,1.0,0,0,0,2.0986123,0,0,1.0,0
916,accord,0,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.6931472,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
917,notion,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,knew,0,3.4849067,0,0,0,1.0,1.0,0,1.0,2.0986123,0,1.0,1.0,0,0,0,0,1.0,0,0,0,1.6931472,1.0,1.0,2.0986123,0,0,0,1.0,0,0,1.0,0,0,1.6931472,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0
919,encyclopedia,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,deal,1.6931472,1.6931472,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.6931472,1.0,0,1.0,1.6931472,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,club,0,1.6931472,0,0,0,0,1.6931472,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
